Wingate|St George,Wingate Hotel Saint George,1.0
Ramada Inn|St George,Ramada Inn Saint George,1.0
Howard Johnson Express Inn|St George,Howard Johnson Inn and Suites Saint George,0.705882352941
Coronada Inn and Suites|St George,Coronada Inn & Suites Saint George,0.95
Holiday Inn Express|Orange Country,Holiday Inn Express Orange Beach,1.0
Americas Best Value Inn|Orange Country,Americas Best Value Inn Orange (Texas),1.0
Days Inn|Toledo,Days Inn Toledo (Ohio),1.0
Holiday Inn Riverside|Minot,Holiday Inn Riverside Minot,1.0
Days Inn|Minot,Days Inn Minot,1.0
Holiday Inn Express|Columbia,Holiday Inn Express Columbia (Tennessee),1.0
Riverside Inn|Columbia,Residence Inn Columbia (Missouri),0.769230769231
Holiday Inn Express|Columbia,Holiday Inn Express Columbia (Tennessee),1.0
Hampton Inn|Columbia,Hampton Inn Columbia,1.0
Holiday Inn|Saratoga Springs - Malta,Holiday Inn Saratoga Springs,1.0
Hyatt Place Malta|Saratoga Springs - Malta,Hyatt Place Hotel Saratoga Malta,0.789473684211
Best Wetern Steeplegate|Davenport,Best Western Steeplegate Inn Davenport (Iowa),0.901960784314
Holiday Inn Lake City|Lake City,Days Inn Salt Lake City,0.736842105263
Cabot Lodge|Lake City,Cabot Lodge Lake City,1.0
Holiday Inn Express|Waterbury,Holiday Inn Express Waterbury (Connecticut),1.0
Whitewater Inn|Big Sky,Whitewater Inn Big Sky,1.0
La Quinta Inn and Suites|New Haven - West Haven,La Quinta Inn & Suites New Haven,0.952380952381
Hyatt Place North|Atlanta,Hyatt Place Hotel Downtown Atlanta,0.736842105263
Hyatt Place South|Atlanta,Hyatt Place Hotel Downtown Atlanta,0.736842105263
Ramada Atlanta Airport|Atlanta,Travelodge Hotel Airport Atlanta,0.705882352941
Hilton Garden Inn|Atlanta,Hilton Garden Inn Downtown Atlanta,0.790697674419
Grand Hyatt Buckhead|Atlanta,Grand Hyatt Hotel Buckhead Atlanta,0.975609756098
InterContinental|Atlanta,Intercontinental Hotel Buckhead Atlanta,0.761904761905
Westin Buckhead|Atlanta,Wingate Inn Buckhead Atlanta,0.742857142857
Residence Inn BuckheadLenox Park|Atlanta,Residence Inn Buckhead Lenox Park Atlanta (Georgia),0.842105263158
Wingate by Wyndham Buckhead|Atlanta,Wingate Inn Buckhead Atlanta,0.765957446809
Extended Stay Deluxe Lenox|Atlanta,Extended Stay Deluxe Hotel Lenox Atlanta (Georgia),0.8125
Extended StayAmerica Clairmont|Atlanta,Extended Stay America Hotel Clairmont Atlanta (Georgia),0.821917808219
Homestead Studio Suite North Druid Hills|Atlanta,Homestead Studio Suites North Druid Hills Atlanta (Georgia),0.869565217391
La Quinta LenoxBuckhead|Atlanta,La Quinta Inn Lenox Buckhead Atlanta (Georgia),0.741935483871
Holiday Inn Select PerimeterDunwoody Chambelle Dunwoody Rd|Atlanta,Holiday Inn Select Perimeter Dunwoody Atlanta (Georgia),0.754716981132
Hilton|Atlanta,Hilton Hotel Atlanta,1.0
Sheraton Atlanta|Atlanta,Sheraton Hotel Atlanta,1.0
Westin Peachtree Plaza|Atlanta,Westin Hotel Peachtree Plaza Atlanta (Georgia),0.785714285714
Marriott Northwest Marietta|Atlanta,Marriott Hotel Northwest Atlanta (Georgia),0.771929824561
Sheraton Suites Galleria|Atlanta,Hampton Inn And Suites Galleria Atlanta,0.823529411765
Doubletree Guest Suites Galleria Marietta|Atlanta,Doubletree Guest Suites Galleria Atlanta (Georgia),0.857142857143
Extended Stay Deluxe Marietta Windy Hill|Atlanta,Extended Stay Deluxe Hotel Marietta Windy Hill Atlanta (Georgia),0.869565217391
Hawthorn Suites|Atlanta,Hawthorn Suites Northwest Atlanta,0.75
Georgia Tech|Atlanta,Georgian Terrace Hotel Atlanta,0.785714285714
Artmore Hotel|Atlanta,Artmore Hotel Atlanta,1.0
Days Inn Northwest|Atlanta,Days Inn Northwest Atlanta (Georgia),0.765957446809
Extended Stay Deluxe Lenox|Atlanta,Extended Stay Deluxe Hotel Lenox Atlanta (Georgia),0.8125
W Atlanta Perimeter Center|Atlanta,Hyatt Place Hotel Perimeter Center Atlanta,0.75
Crowne Plaza Perimeter NW|Atlanta,Crowne Plaza Hotel Perimeter Northwest Atlanta (Georgia),0.724637681159
Comfort Suites|Atlanta,Comfort Suites Downtown Atlanta,0.756756756757
Hilton Garden Inn|Atlanta,Hilton Garden Inn Downtown Atlanta,0.790697674419
Extended StayAmerica Atlanta Morrow|Atlanta,Extended Stay America Hotel Clairmont Atlanta (Georgia),0.704225352113
Drury Inn and Suites|Flagstaff,Drury Inn & Suites Flagstaff,0.941176470588
La Quinta Inn and Suites|Flagstaff,La Quinta Inn & Suites Flagstaff,0.952380952381
Ramada Limted West|Flagstaff,Ramada Inn East Flagstaff,0.727272727273
Days Inn and Suites|Flagstaff,Days Inn And Suites East Flagstaff,0.857142857143
Holiday Inn Express|Flagstaff,Holiday Inn Express Flagstaff,1.0
Little America|Flagstaff,Little America Hotel Flagstaff,1.0
Best Western Pony Soldier|Flagstaff,Best Western Pony Soldier Inn & Suites Flagstaff,0.793650793651
Ramada Limited SedonaGrand Canyon|Flagstaff,Ramada Hotel West Grand Canyon Flagstaff,0.724137931034
Holiday Inn Express|Holland,Holiday Inn Express Holland (Michigan),1.0
Hilton|Scranton,Hilton Hotel Scranton,1.0
Radisson Lackawanna Station|Scranton,Radisson Lackawanna Station Hotel Scranton,1.0
Clarion Hotel|Scranton,Clarion Hotel Scranton,1.0
Days Inn|Scranton,Days Inn Scranton,1.0
Holiday Inn Express|Medford,Holiday Inn Express Medford (Oregon),0.791666666667
Candlewood Suites|Medford,Candlewood Suites Medford (Oregon),0.772727272727
Crowne Plaza|Rockville - Gaithersburg,Crowne Plaza Hotel Rockville,1.0
Chase Suites|Rockville - Gaithersburg,Chase Suite Hotel Rockville,0.95652173913
Marriott Mount Resort Lionshead|Vail,Marriott Mountain Resort Vail (Colorado),0.776119402985
Destination Resorts Vail|Vail,Destination Resorts Vail (Colorado),0.76
Holiday Inn Beaumont Plaza I|Beaumont,Holiday Inn Hotel and Suites Plaza Beaumont (Texas),0.703703703704
Knights Inn|Beaumont,Knights Inn Beaumont (Texas),0.709677419355
Hilton|Seattle,Hilton Hotel Seattle,1.0
Silver Cloud|Seattle,Silver Cloud Hotel Stadium Seattle,0.727272727273
Silver Cloud Inn|Seattle,Silver Cloud Hotel Stadium Seattle,0.756756756757
Country Inn and Suites|Seattle,Comfort Inn & Suites Seattle,0.736842105263
Alexis Hotel|Seattle,Alexis Hotel Seattle,1.0
Doubletree Arctic Club|Seattle,Doubletree Arctic Club Hotel Downtown Seattle,0.814814814815
Grand Hyatt Seattle|Seattle,Grand Hyatt Hotel Seattle,1.0
|Seattle,Seattle Hotel,1.0
Hilton Seattle|Seattle,Hilton Hotel Seattle,1.0
Hyatt at Olive|Seattle,Hyatt Hotel At Olive 8 Seattle,0.903225806452
Renaissance|Seattle,Renaissance Hotel Seattle,1.0
Vintage Park|Seattle,Vintage Park Hotel Seattle,1.0
W Seattle|Seattle,W Hotel Seattle,1.0
